ball,row,col,x_mm,y_mm,kind,interface,signal,escape_edge,escape_depth
AF4,25,3,-24.000,2.000,ground,GND,,,
AF5,25,4,-23.000,2.000,rail,VDD_CORE,,,
AF6,25,5,-22.000,2.000,ground,GND,,,
AF7,25,6,-21.000,2.000,rail,VDD_CORE,,,
AF8,25,7,-20.000,2.000,ground,GND,,,
AF9,25,8,-19.000,2.000,rail,VDD_CORE,,,
AF10,25,9,-18.000,2.000,ground,GND,,,
AF11,25,10,-17.000,2.000,rail,VDD_CORE,,,
AF12,25,11,-16.000,2.000,ground,GND,,,
AF13,25,12,-15.000,2.000,rail,VDD_CORE,,,
AF14,25,13,-14.000,2.000,ground,GND,,,
AF15,25,14,-13.000,2.000,rail,VDD_CORE,,,
AF16,25,15,-12.000,2.000,ground,GND,,,
AF17,25,16,-11.000,2.000,rail,VDD_CORE,,,
AF18,25,17,-10.000,2.000,ground,GND,,,
AF19,25,18,-9.000,2.000,rail,VDD_CORE,,,
AF20,25,19,-8.000,2.000,ground,GND,,,
AF21,25,20,-7.000,2.000,rail,VDD_CORE,,,
AF22,25,21,-6.000,2.000,ground,GND,,,
AF23,25,22,-5.000,2.000,rail,VDD_CORE,,,
AF24,25,23,-4.000,2.000,ground,GND,,,
AF25,25,24,-3.000,2.000,rail,VDD_CORE,,,
AF26,25,25,-2.000,2.000,ground,GND,,,
AF27,25,26,-1.000,2.000,rail,VDD_CORE,,,
AF28,25,27,0.000,2.000,ground,GND,,,
AF29,25,28,1.000,2.000,rail,VDD_CORE,,,
AF30,25,29,2.000,2.000,ground,GND,,,
AF31,25,30,3.000,2.000,rail,VDD_CORE,,,
AF32,25,31,4.000,2.000,ground,GND,,,
AF33,25,32,5.000,2.000,rail,VDD_CORE,,,
AF34,25,33,6.000,2.000,ground,GND,,,
AF35,25,34,7.000,2.000,rail,VDD_CORE,,,
AF36,25,35,8.000,2.000,ground,GND,,,
AF37,25,36,9.000,2.000,rail,VDD_CORE,,,
AF38,25,37,10.000,2.000,ground,GND,,,
AF39,25,38,11.000,2.000,rail,VDD_CORE,,,
AF40,25,39,12.000,2.000,ground,GND,,,
AF41,25,40,13.000,2.000,rail,VDD_CORE,,,
AF42,25,41,14.000,2.000,ground,GND,,,
AF43,25,42,15.000,2.000,rail,VDD_CORE,,,
AF44,25,43,16.000,2.000,ground,GND,,,
AF45,25,44,17.000,2.000,rail,VDD_CORE,,,
AF46,25,45,18.000,2.000,ground,GND,,,
AF47,25,46,19.000,2.000,rail,VDD_CORE,,,
AF48,25,47,20.000,2.000,ground,GND,,,
AF49,25,48,21.000,2.000,rail,VDD_CORE,,,
AF50,25,49,22.000,2.000,ground,GND,,,
AF51,25,50,23.000,2.000,rail,VDD_CORE,,,
AF52,25,51,24.000,2.000,ground,GND,,,
AF53,25,52,25.000,2.000,rail,VDD_CORE,,,
AF54,25,53,26.000,2.000,signal,link_out,DATA15,E,1
AF55,25,54,27.000,2.000,signal,link_out,DATA14,E,0
AG1,26,0,-27.000,1.000,signal,link_in,DATA16,W,0
AG2,26,1,-26.000,1.000,signal,link_in,DATA17,W,1
AG3,26,2,-25.000,1.000,ground,GND,,,
AG4,26,3,-24.000,1.000,rail,VDD_CORE,,,
AG5,26,4,-23.000,1.000,ground,GND,,,
AG6,26,5,-22.000,1.000,rail,VDD_CORE,,,
AG7,26,6,-21.000,1.000,ground,GND,,,
AG8,26,7,-20.000,1.000,rail,VDD_CORE,,,
AG9,26,8,-19.000,1.000,ground,GND,,,
AG10,26,9,-18.000,1.000,rail,VDD_CORE,,,
AG11,26,10,-17.000,1.000,ground,GND,,,
AG12,26,11,-16.000,1.000,rail,VDD_CORE,,,
AG13,26,12,-15.000,1.000,ground,GND,,,
AG14,26,13,-14.000,1.000,rail,VDD_CORE,,,
AG15,26,14,-13.000,1.000,ground,GND,,,
AG16,26,15,-12.000,1.000,rail,VDD_CORE,,,
AG17,26,16,-11.000,1.000,ground,GND,,,
AG18,26,17,-10.000,1.000,rail,VDD_CORE,,,
AG19,26,18,-9.000,1.000,ground,GND,,,
AG20,26,19,-8.000,1.000,rail,VDD_CORE,,,
AG21,26,20,-7.000,1.000,ground,GND,,,
AG22,26,21,-6.000,1.000,rail,VDD_CORE,,,
AG23,26,22,-5.000,1.000,ground,GND,,,
AG24,26,23,-4.000,1.000,rail,VDD_CORE,,,
AG25,26,24,-3.000,1.000,ground,GND,,,
AG26,26,25,-2.000,1.000,rail,VDD_CORE,,,
AG27,26,26,-1.000,1.000,ground,GND,,,
AG28,26,27,0.000,1.000,rail,VDD_CORE,,,
AG29,26,28,1.000,1.000,ground,GND,,,
AG30,26,29,2.000,1.000,rail,VDD_CORE,,,
AG31,26,30,3.000,1.000,ground,GND,,,
AG32,26,31,4.000,1.000,rail,VDD_CORE,,,
AG33,26,32,5.000,1.000,ground,GND,,,
AG34,26,33,6.000,1.000,rail,VDD_CORE,,,
AG35,26,34,7.000,1.000,ground,GND,,,
AG36,26,35,8.000,1.000,rail,VDD_CORE,,,
AG37,26,36,9.000,1.000,ground,GND,,,
AG38,26,37,10.000,1.000,rail,VDD_CORE,,,
AG39,26,38,11.000,1.000,ground,GND,,,
AG40,26,39,12.000,1.000,rail,VDD_CORE,,,
AG41,26,40,13.000,1.000,ground,GND,,,
AG42,26,41,14.000,1.000,rail,VDD_CORE,,,
AG43,26,42,15.000,1.000,ground,GND,,,
AG44,26,43,16.000,1.000,rail,VDD_CORE,,,
AG45,26,44,17.000,1.000,ground,GND,,,
AG46,26,45,18.000,1.000,rail,VDD_CORE,,,
AG47,26,46,19.000,1.000,ground,GND,,,
AG48,26,47,20.000,1.000,rail,VDD_CORE,,,
AG49,26,48,21.000,1.000,ground,GND,,,
AG50,26,49,22.000,1.000,rail,VDD_CORE,,,
AG51,26,50,23.000,1.000,ground,GND,,,
AG52,26,51,24.000,1.000,rail,VDD_CORE,,,
AG53,26,52,25.000,1.000,ground,GND,,,
AG54,26,53,26.000,1.000,signal,link_out,DATA17,E,1
AG55,26,54,27.000,1.000,signal,link_out,DATA16,E,0
AH1,27,0,-27.000,0.000,signal,link_in,DATA18,W,0
AH2,27,1,-26.000,0.000,signal,link_in,DATA19,W,1
AH3,27,2,-25.000,0.000,rail,VDD_CORE,,,
AH4,27,3,-24.000,0.000,ground,GND,,,
AH5,27,4,-23.000,0.000,rail,VDD_CORE,,,
AH6,27,5,-22.000,0.000,ground,GND,,,
AH7,27,6,-21.000,0.000,rail,VDD_CORE,,,
AH8,27,7,-20.000,0.000,ground,GND,,,
AH9,27,8,-19.000,0.000,rail,VDD_CORE,,,
AH10,27,9,-18.000,0.000,ground,GND,,,
AH11,27,10,-17.000,0.000,rail,VDD_CORE,,,
AH12,27,11,-16.000,0.000,ground,GND,,,
AH13,27,12,-15.000,0.000,rail,VDD_CORE,,,
AH14,27,13,-14.000,0.000,ground,GND,,,
AH15,27,14,-13.000,0.000,rail,VDD_CORE,,,
AH16,27,15,-12.000,0.000,ground,GND,,,
AH17,27,16,-11.000,0.000,rail,VDD_CORE,,,
AH18,27,17,-10.000,0.000,ground,GND,,,
AH19,27,18,-9.000,0.000,rail,VDD_CORE,,,
AH20,27,19,-8.000,0.000,ground,GND,,,
AH21,27,20,-7.000,0.000,rail,VDD_CORE,,,
AH22,27,21,-6.000,0.000,ground,GND,,,
AH23,27,22,-5.000,0.000,rail,VDD_CORE,,,
AH24,27,23,-4.000,0.000,ground,GND,,,
AH25,27,24,-3.000,0.000,rail,VDD_CORE,,,
AH26,27,25,-2.000,0.000,ground,GND,,,
AH27,27,26,-1.000,0.000,rail,VDD_CORE,,,
AH28,27,27,0.000,0.000,ground,GND,,,
AH29,27,28,1.000,0.000,rail,VDD_CORE,,,
AH30,27,29,2.000,0.000,ground,GND,,,
AH31,27,30,3.000,0.000,rail,VDD_CORE,,,
AH32,27,31,4.000,0.000,ground,GND,,,
AH33,27,32,5.000,0.000,rail,VDD_CORE,,,
AH34,27,33,6.000,0.000,ground,GND,,,
AH35,27,34,7.000,0.000,rail,VDD_CORE,,,
AH36,27,35,8.000,0.000,ground,GND,,,
AH37,27,36,9.000,0.000,rail,VDD_CORE,,,
AH38,27,37,10.000,0.000,ground,GND,,,
AH39,27,38,11.000,0.000,rail,VDD_CORE,,,
AH40,27,39,12.000,0.000,ground,GND,,,
AH41,27,40,13.000,0.000,rail,VDD_CORE,,,
AH42,27,41,14.000,0.000,ground,GND,,,
AH43,27,42,15.000,0.000,rail,VDD_CORE,,,
AH44,27,43,16.000,0.000,ground,GND,,,
AH45,27,44,17.000,0.000,rail,VDD_CORE,,,
AH46,27,45,18.000,0.000,ground,GND,,,
AH47,27,46,19.000,0.000,rail,VDD_CORE,,,
AH48,27,47,20.000,0.000,ground,GND,,,
AH49,27,48,21.000,0.000,rail,VDD_CORE,,,
AH50,27,49,22.000,0.000,ground,GND,,,
AH51,27,50,23.000,0.000,rail,VDD_CORE,,,
AH52,27,51,24.000,0.000,ground,GND,,,
AH53,27,52,25.000,0.000,rail,VDD_CORE,,,
AH54,27,53,26.000,0.000,signal,link_out,DATA19,E,1
AH55,27,54,27.000,0.000,signal,link_out,DATA18,E,0
AJ1,28,0,-27.000,-1.000,signal,link_in,DATA20,W,0
AJ2,28,1,-26.000,-1.000,signal,link_in,DATA21,W,1
AJ3,28,2,-25.000,-1.000,ground,GND,,,
AJ4,28,3,-24.000,-1.000,rail,VDD_CORE,,,
AJ5,28,4,-23.000,-1.000,ground,GND,,,
AJ6,28,5,-22.000,-1.000,rail,VDD_CORE,,,
AJ7,28,6,-21.000,-1.000,ground,GND,,,
AJ8,28,7,-20.000,-1.000,rail,VDD_CORE,,,
AJ9,28,8,-19.000,-1.000,ground,GND,,,
AJ10,28,9,-18.000,-1.000,rail,VDD_CORE,,,
AJ11,28,10,-17.000,-1.000,ground,GND,,,
AJ12,28,11,-16.000,-1.000,rail,VDD_CORE,,,
AJ13,28,12,-15.000,-1.000,ground,GND,,,
AJ14,28,13,-14.000,-1.000,rail,VDD_CORE,,,
AJ15,28,14,-13.000,-1.000,ground,GND,,,
AJ16,28,15,-12.000,-1.000,rail,VDD_CORE,,,
AJ17,28,16,-11.000,-1.000,ground,GND,,,
AJ18,28,17,-10.000,-1.000,rail,VDD_CORE,,,
AJ19,28,18,-9.000,-1.000,ground,GND,,,
AJ20,28,19,-8.000,-1.000,rail,VDD_CORE,,,
AJ21,28,20,-7.000,-1.000,ground,GND,,,
AJ22,28,21,-6.000,-1.000,rail,VDD_CORE,,,
AJ23,28,22,-5.000,-1.000,ground,GND,,,
AJ24,28,23,-4.000,-1.000,rail,VDD_CORE,,,
AJ25,28,24,-3.000,-1.000,ground,GND,,,
AJ26,28,25,-2.000,-1.000,rail,VDD_CORE,,,
AJ27,28,26,-1.000,-1.000,ground,GND,,,
AJ28,28,27,0.000,-1.000,rail,VDD_CORE,,,
AJ29,28,28,1.000,-1.000,ground,GND,,,
AJ30,28,29,2.000,-1.000,rail,VDD_CORE,,,
AJ31,28,30,3.000,-1.000,ground,GND,,,
AJ32,28,31,4.000,-1.000,rail,VDD_CORE,,,
AJ33,28,32,5.000,-1.000,ground,GND,,,
AJ34,28,33,6.000,-1.000,rail,VDD_CORE,,,
AJ35,28,34,7.000,-1.000,ground,GND,,,
AJ36,28,35,8.000,-1.000,rail,VDD_CORE,,,
AJ37,28,36,9.000,-1.000,ground,GND,,,
AJ38,28,37,10.000,-1.000,rail,VDD_CORE,,,
AJ39,28,38,11.000,-1.000,ground,GND,,,
AJ40,28,39,12.000,-1.000,rail,VDD_CORE,,,
AJ41,28,40,13.000,-1.000,ground,GND,,,
AJ42,28,41,14.000,-1.000,rail,VDD_CORE,,,
AJ43,28,42,15.000,-1.000,ground,GND,,,
AJ44,28,43,16.000,-1.000,rail,VDD_CORE,,,
AJ45,28,44,17.000,-1.000,ground,GND,,,
AJ46,28,45,18.000,-1.000,rail,VDD_CORE,,,
AJ47,28,46,19.000,-1.000,ground,GND,,,
AJ48,28,47,20.000,-1.000,rail,VDD_CORE,,,
AJ49,28,48,21.000,-1.000,ground,GND,,,
AJ50,28,49,22.000,-1.000,rail,VDD_CORE,,,
AJ51,28,50,23.000,-1.000,ground,GND,,,
AJ52,28,51,24.000,-1.000,rail,VDD_CORE,,,
AJ53,28,52,25.000,-1.000,ground,GND,,,
AJ54,28,53,26.000,-1.000,signal,link_out,DATA21,E,1
AJ55,28,54,27.000,-1.000,signal,link_out,DATA20,E,0
AK1,29,0,-27.000,-2.000,signal,link_in,DATA22,W,0
AK2,29,1,-26.000,-2.000,signal,link_in,DATA23,W,1
AK3,29,2,-25.000,-2.000,rail,VDD_CORE,,,
AK4,29,3,-24.000,-2.000,ground,GND,,,
AK5,29,4,-23.000,-2.000,rail,VDD_CORE,,,
AK6,29,5,-22.000,-2.000,ground,GND,,,
AK7,29,6,-21.000,-2.000,rail,VDD_CORE,,,
AK8,29,7,-20.000,-2.000,ground,GND,,,
AK9,29,8,-19.000,-2.000,rail,VDD_CORE,,,
AK10,29,9,-18.000,-2.000,ground,GND,,,
AK11,29,10,-17.000,-2.000,rail,VDD_CORE,,,
AK12,29,11,-16.000,-2.000,ground,GND,,,
AK13,29,12,-15.000,-2.000,rail,VDD_CORE,,,
AK14,29,13,-14.000,-2.000,ground,GND,,,
AK15,29,14,-13.000,-2.000,rail,VDD_CORE,,,
AK16,29,15,-12.000,-2.000,ground,GND,,,
AK17,29,16,-11.000,-2.000,rail,VDD_CORE,,,
AK18,29,17,-10.000,-2.000,ground,GND,,,
AK19,29,18,-9.000,-2.000,rail,VDD_CORE,,,
AK20,29,19,-8.000,-2.000,ground,GND,,,
AK21,29,20,-7.000,-2.000,rail,VDD_CORE,,,
AK22,29,21,-6.000,-2.000,ground,GND,,,
AK23,29,22,-5.000,-2.000,rail,VDD_CORE,,,
AK24,29,23,-4.000,-2.000,ground,GND,,,
AK25,29,24,-3.000,-2.000,rail,VDD_CORE,,,
AK26,29,25,-2.000,-2.000,ground,GND,,,
AK27,29,26,-1.000,-2.000,rail,VDD_CORE,,,
AK28,29,27,0.000,-2.000,ground,GND,,,
AK29,29,28,1.000,-2.000,rail,VDD_CORE,,,
AK30,29,29,2.000,-2.000,ground,GND,,,
AK31,29,30,3.000,-2.000,rail,VDD_CORE,,,
AK32,29,31,4.000,-2.000,ground,GND,,,
AK33,29,32,5.000,-2.000,rail,VDD_CORE,,,
AK34,29,33,6.000,-2.000,ground,GND,,,
AK35,29,34,7.000,-2.000,rail,VDD_CORE,,,
AK36,29,35,8.000,-2.000,ground,GND,,,
AK37,29,36,9.000,-2.000,rail,VDD_CORE,,,
AK38,29,37,10.000,-2.000,ground,GND,,,
AK39,29,38,11.000,-2.000,rail,VDD_CORE,,,
AK40,29,39,12.000,-2.000,ground,GND,,,
AK41,29,40,13.000,-2.000,rail,VDD_CORE,,,
AK42,29,41,14.000,-2.000,ground,GND,,,
AK43,29,42,15.000,-2.000,rail,VDD_CORE,,,
AK44,29,43,16.000,-2.000,ground,GND,,,
AK45,29,44,17.000,-2.000,rail,VDD_CORE,,,
AK46,29,45,18.000,-2.000,ground,GND,,,
AK47,29,46,19.000,-2.000,rail,VDD_CORE,,,
AK48,29,47,20.000,-2.000,ground,GND,,,
AK49,29,48,21.000,-2.000,rail,VDD_CORE,,,
AK50,29,49,22.000,-2.000,ground,GND,,,
AK51,29,50,23.000,-2.000,rail,VDD_CORE,,,
AK52,29,51,24.000,-2.000,ground,GND,,,
AK53,29,52,25.000,-2.000,rail,VDD_CORE,,,
AK54,29,53,26.000,-2.000,signal,link_out,DATA23,E,1
AK55,29,54,27.000,-2.000,signal,link_out,DATA22,E,0
AL1,30,0,-27.000,-3.000,signal,link_in,DATA24,W,0
AL2,30,1,-26.000,-3.000,signal,link_in,DATA25,W,1
AL3,30,2,-25.000,-3.000,ground,GND,,,
AL4,30,3,-24.000,-3.000,rail,VDD_CORE,,,
AL5,30,4,-23.000,-3.000,ground,GND,,,
AL6,30,5,-22.000,-3.000,rail,VDD_CORE,,,
AL7,30,6,-21.000,-3.000,ground,GND,,,
AL8,30,7,-20.000,-3.000,rail,VDD_CORE,,,
AL9,30,8,-19.000,-3.000,ground,GND,,,
AL10,30,9,-18.000,-3.000,rail,VDD_CORE,,,
AL11,30,10,-17.000,-3.000,ground,GND,,,
AL12,30,11,-16.000,-3.000,rail,VDD_CORE,,,
AL13,30,12,-15.000,-3.000,ground,GND,,,
AL14,30,13,-14.000,-3.000,rail,VDD_CORE,,,
AL15,30,14,-13.000,-3.000,ground,GND,,,
AL16,30,15,-12.000,-3.000,rail,VDD_CORE,,,
AL17,30,16,-11.000,-3.000,ground,GND,,,
AL18,30,17,-10.000,-3.000,rail,VDD_CORE,,,
AL19,30,18,-9.000,-3.000,ground,GND,,,
AL20,30,19,-8.000,-3.000,rail,VDD_CORE,,,
AL21,30,20,-7.000,-3.000,ground,GND,,,
AL22,30,21,-6.000,-3.000,rail,VDD_CORE,,,
AL23,30,22,-5.000,-3.000,ground,GND,,,
AL24,30,23,-4.000,-3.000,rail,VDD_CORE,,,
AL25,30,24,-3.000,-3.000,ground,GND,,,
AL26,30,25,-2.000,-3.000,rail,VDD_CORE,,,
AL27,30,26,-1.000,-3.000,ground,GND,,,
AL28,30,27,0.000,-3.000,rail,VDD_CORE,,,
AL29,30,28,1.000,-3.000,ground,GND,,,
AL30,30,29,2.000,-3.000,rail,VDD_CORE,,,
AL31,30,30,3.000,-3.000,ground,GND,,,
AL32,30,31,4.000,-3.000,rail,VDD_CORE,,,
AL33,30,32,5.000,-3.000,ground,GND,,,
AL34,30,33,6.000,-3.000,rail,VDD_CORE,,,
AL35,30,34,7.000,-3.000,ground,GND,,,
AL36,30,35,8.000,-3.000,rail,VDD_CORE,,,
AL37,30,36,9.000,-3.000,ground,GND,,,
AL38,30,37,10.000,-3.000,rail,VDD_CORE,,,
AL39,30,38,11.000,-3.000,ground,GND,,,
AL40,30,39,12.000,-3.000,rail,VDD_CORE,,,
AL41,30,40,13.000,-3.000,ground,GND,,,
AL42,30,41,14.000,-3.000,rail,VDD_CORE,,,
AL43,30,42,15.000,-3.000,ground,GND,,,
AL44,30,43,16.000,-3.000,rail,VDD_CORE,,,
AL45,30,44,17.000,-3.000,ground,GND,,,
AL46,30,45,18.000,-3.000,rail,VDD_CORE,,,
AL47,30,46,19.000,-3.000,ground,GND,,,
AL48,30,47,20.000,-3.000,rail,VDD_CORE,,,
AL49,30,48,21.000,-3.000,ground,GND,,,
AL50,30,49,22.000,-3.000,rail,VDD_CORE,,,
AL51,30,50,23.000,-3.000,ground,GND,,,
AL52,30,51,24.000,-3.000,rail,VDD_CORE,,,
AL53,30,52,25.000,-3.000,ground,GND,,,
AL54,30,53,26.000,-3.000,signal,link_out,DATA25,E,1
AL55,30,54,27.000,-3.000,signal,link_out,DATA24,E,0
AM1,31,0,-27.000,-4.000,signal,link_in,DATA26,W,0
AM2,31,1,-26.000,-4.000,signal,link_in,DATA27,W,1
AM3,31,2,-25.000,-4.000,rail,VDD_CORE,,,
AM4,31,3,-24.000,-4.000,ground,GND,,,
AM5,31,4,-23.000,-4.000,rail,VDD_CORE,,,
AM6,31,5,-22.000,-4.000,ground,GND,,,
AM7,31,6,-21.000,-4.000,rail,VDD_CORE,,,
AM8,31,7,-20.000,-4.000,ground,GND,,,
AM9,31,8,-19.000,-4.000,rail,VDD_CORE,,,
AM10,31,9,-18.000,-4.000,ground,GND,,,
AM11,31,10,-17.000,-4.000,rail,VDD_CORE,,,
AM12,31,11,-16.000,-4.000,ground,GND,,,
AM13,31,12,-15.000,-4.000,rail,VDD_CORE,,,
AM14,31,13,-14.000,-4.000,ground,GND,,,
AM15,31,14,-13.000,-4.000,rail,VDD_CORE,,,
AM16,31,15,-12.000,-4.000,ground,GND,,,
AM17,31,16,-11.000,-4.000,rail,VDD_CORE,,,
AM18,31,17,-10.000,-4.000,ground,GND,,,
AM19,31,18,-9.000,-4.000,rail,VDD_CORE,,,
AM20,31,19,-8.000,-4.000,ground,GND,,,
AM21,31,20,-7.000,-4.000,rail,VDD_CORE,,,
AM22,31,21,-6.000,-4.000,ground,GND,,,
AM23,31,22,-5.000,-4.000,rail,VDD_CORE,,,
AM24,31,23,-4.000,-4.000,ground,GND,,,
AM25,31,24,-3.000,-4.000,rail,VDD_CORE,,,
AM26,31,25,-2.000,-4.000,ground,GND,,,
AM27,31,26,-1.000,-4.000,rail,VDD_CORE,,,
AM28,31,27,0.000,-4.000,ground,GND,,,
AM29,31,28,1.000,-4.000,rail,VDD_CORE,,,
AM30,31,29,2.000,-4.000,ground,GND,,,
AM31,31,30,3.000,-4.000,rail,VDD_CORE,,,
AM32,31,31,4.000,-4.000,ground,GND,,,
AM33,31,32,5.000,-4.000,rail,VDD_CORE,,,
AM34,31,33,6.000,-4.000,ground,GND,,,
AM35,31,34,7.000,-4.000,rail,VDD_CORE,,,
AM36,31,35,8.000,-4.000,ground,GND,,,
AM37,31,36,9.000,-4.000,rail,VDD_CORE,,,
AM38,31,37,10.000,-4.000,ground,GND,,,
AM39,31,38,11.000,-4.000,rail,VDD_CORE,,,
AM40,31,39,12.000,-4.000,ground,GND,,,
AM41,31,40,13.000,-4.000,rail,VDD_CORE,,,
AM42,31,41,14.000,-4.000,ground,GND,,,
AM43,31,42,15.000,-4.000,rail,VDD_CORE,,,
AM44,31,43,16.000,-4.000,ground,GND,,,
AM45,31,44,17.000,-4.000,rail,VDD_CORE,,,
AM46,31,45,18.000,-4.000,ground,GND,,,
AM47,31,46,19.000,-4.000,rail,VDD_CORE,,,
AM48,31,47,20.000,-4.000,ground,GND,,,
AM49,31,48,21.000,-4.000,rail,VDD_CORE,,,
AM50,31,49,22.000,-4.000,ground,GND,,,
AM51,31,50,23.000,-4.000,rail,VDD_CORE,,,
AM52,31,51,24.000,-4.000,ground,GND,,,
AM53,31,52,25.000,-4.000,rail,VDD_CORE,,,
AM54,31,53,26.000,-4.000,signal,link_out,DATA27,E,1
AM55,31,54,27.000,-4.000,signal,link_out,DATA26,E,0
AN1,32,0,-27.000,-5.000,signal,link_in,DATA28,W,0
AN2,32,1,-26.000,-5.000,signal,link_in,DATA29,W,1
AN3,32,2,-25.000,-5.000,ground,GND,,,
AN4,32,3,-24.000,-5.000,rail,VDD_CORE,,,
AN5,32,4,-23.000,-5.000,ground,GND,,,
AN6,32,5,-22.000,-5.000,rail,VDD_CORE,,,
AN7,32,6,-21.000,-5.000,ground,GND,,,
AN8,32,7,-20.000,-5.000,rail,VDD_CORE,,,
AN9,32,8,-19.000,-5.000,ground,GND,,,
AN10,32,9,-18.000,-5.000,rail,VDD_CORE,,,
AN11,32,10,-17.000,-5.000,ground,GND,,,
AN12,32,11,-16.000,-5.000,rail,VDD_CORE,,,
AN13,32,12,-15.000,-5.000,ground,GND,,,
AN14,32,13,-14.000,-5.000,rail,VDD_CORE,,,
AN15,32,14,-13.000,-5.000,ground,GND,,,
AN16,32,15,-12.000,-5.000,rail,VDD_CORE,,,
AN17,32,16,-11.000,-5.000,ground,GND,,,
AN18,32,17,-10.000,-5.000,rail,VDD_CORE,,,
AN19,32,18,-9.000,-5.000,ground,GND,,,
AN20,32,19,-8.000,-5.000,rail,VDD_CORE,,,
AN21,32,20,-7.000,-5.000,ground,GND,,,
AN22,32,21,-6.000,-5.000,rail,VDD_CORE,,,
AN23,32,22,-5.000,-5.000,ground,GND,,,
AN24,32,23,-4.000,-5.000,rail,VDD_CORE,,,
AN25,32,24,-3.000,-5.000,ground,GND,,,
AN26,32,25,-2.000,-5.000,rail,VDD_CORE,,,
AN27,32,26,-1.000,-5.000,ground,GND,,,
AN28,32,27,0.000,-5.000,rail,VDD_CORE,,,
AN29,32,28,1.000,-5.000,ground,GND,,,
AN30,32,29,2.000,-5.000,rail,VDD_CORE,,,
AN31,32,30,3.000,-5.000,ground,GND,,,
AN32,32,31,4.000,-5.000,rail,VDD_CORE,,,
AN33,32,32,5.000,-5.000,ground,GND,,,
AN34,32,33,6.000,-5.000,rail,VDD_CORE,,,
AN35,32,34,7.000,-5.000,ground,GND,,,
AN36,32,35,8.000,-5.000,rail,VDD_CORE,,,
AN37,32,36,9.000,-5.000,ground,GND,,,
AN38,32,37,10.000,-5.000,rail,VDD_CORE,,,
AN39,32,38,11.000,-5.000,ground,GND,,,
AN40,32,39,12.000,-5.000,rail,VDD_CORE,,,
AN41,32,40,13.000,-5.000,ground,GND,,,
AN42,32,41,14.000,-5.000,rail,VDD_CORE,,,
AN43,32,42,15.000,-5.000,ground,GND,,,
AN44,32,43,16.000,-5.000,rail,VDD_CORE,,,
AN45,32,44,17.000,-5.000,ground,GND,,,
AN46,32,45,18.000,-5.000,rail,VDD_CORE,,,
AN47,32,46,19.000,-5.000,ground,GND,,,
AN48,32,47,20.000,-5.000,rail,VDD_CORE,,,
AN49,32,48,21.000,-5.000,ground,GND,,,
AN50,32,49,22.000,-5.000,rail,VDD_CORE,,,
AN51,32,50,23.000,-5.000,ground,GND,,,
AN52,32,51,24.000,-5.000,rail,VDD_CORE,,,
AN53,32,52,25.000,-5.000,ground,GND,,,
AN54,32,53,26.000,-5.000,signal,link_out,DATA29,E,1
AN55,32,54,27.000,-5.000,signal,link_out,DATA28,E,0
AP1,33,0,-27.000,-6.000,signal,link_in,DATA30,W,0
AP2,33,1,-26.000,-6.000,signal,link_in,DATA31,W,1
AP3,33,2,-25.000,-6.000,rail,VDD_CORE,,,
AP4,33,3,-24.000,-6.000,ground,GND,,,
AP5,33,4,-23.000,-6.000,rail,VDD_CORE,,,
AP6,33,5,-22.000,-6.000,ground,GND,,,
AP7,33,6,-21.000,-6.000,rail,VDD_CORE,,,
AP8,33,7,-20.000,-6.000,ground,GND,,,
AP9,33,8,-19.000,-6.000,rail,VDD_CORE,,,
AP10,33,9,-18.000,-6.000,ground,GND,,,
AP11,33,10,-17.000,-6.000,rail,VDD_CORE,,,
AP12,33,11,-16.000,-6.000,ground,GND,,,
AP13,33,12,-15.000,-6.000,rail,VDD_CORE,,,
AP14,33,13,-14.000,-6.000,ground,GND,,,
AP15,33,14,-13.000,-6.000,rail,VDD_CORE,,,
AP16,33,15,-12.000,-6.000,ground,GND,,,
AP17,33,16,-11.000,-6.000,rail,VDD_CORE,,,
AP18,33,17,-10.000,-6.000,ground,GND,,,
AP19,33,18,-9.000,-6.000,rail,VDD_CORE,,,
AP20,33,19,-8.000,-6.000,ground,GND,,,
AP21,33,20,-7.000,-6.000,rail,VDD_CORE,,,
AP22,33,21,-6.000,-6.000,ground,GND,,,
AP23,33,22,-5.000,-6.000,rail,VDD_CORE,,,
AP24,33,23,-4.000,-6.000,ground,GND,,,
AP25,33,24,-3.000,-6.000,rail,VDD_CORE,,,
AP26,33,25,-2.000,-6.000,ground,GND,,,
AP27,33,26,-1.000,-6.000,rail,VDD_CORE,,,
AP28,33,27,0.000,-6.000,ground,GND,,,
AP29,33,28,1.000,-6.000,rail,VDD_CORE,,,
AP30,33,29,2.000,-6.000,ground,GND,,,
AP31,33,30,3.000,-6.000,rail,VDD_CORE,,,
AP32,33,31,4.000,-6.000,ground,GND,,,
AP33,33,32,5.000,-6.000,rail,VDD_CORE,,,
AP34,33,33,6.000,-6.000,ground,GND,,,
AP35,33,34,7.000,-6.000,rail,VDD_CORE,,,
AP36,33,35,8.000,-6.000,ground,GND,,,
AP37,33,36,9.000,-6.000,rail,VDD_CORE,,,
AP38,33,37,10.000,-6.000,ground,GND,,,
AP39,33,38,11.000,-6.000,rail,VDD_CORE,,,
AP40,33,39,12.000,-6.000,ground,GND,,,
AP41,33,40,13.000,-6.000,rail,VDD_CORE,,,
AP42,33,41,14.000,-6.000,ground,GND,,,
AP43,33,42,15.000,-6.000,rail,VDD_CORE,,,
