ball,row,col,x_mm,y_mm,kind,interface,signal,escape_edge,escape_depth
AF22,25,21,6.000,-9.200,ground,GND,,,
AF23,25,22,6.800,-9.200,rail,VDD_CORE,,,
AF24,25,23,7.600,-9.200,ground,GND,,,
AF25,25,24,8.400,-9.200,rail,VDD_CORE,,,
AF26,25,25,9.200,-9.200,ground,GND,,,
AF27,25,26,10.000,-9.200,rail,VDD_CORE,,,
AF28,25,27,10.800,-9.200,ground,GND,,,
AG1,26,0,-10.800,-10.000,ground,GND,,,
AG2,26,1,-10.000,-10.000,rail,VDD_CORE,,,
AG3,26,2,-9.200,-10.000,signal,link_in,DATA1,S,1
AG4,26,3,-8.400,-10.000,signal,link_in,DATA3,S,1
AG5,26,4,-7.600,-10.000,signal,link_in,DATA5,S,1
AG6,26,5,-6.800,-10.000,signal,link_in,DATA7,S,1
AG7,26,6,-6.000,-10.000,signal,link_in,VALID,S,1
AG8,26,7,-5.200,-10.000,signal,link_in,SOF,S,1
AG9,26,8,-4.400,-10.000,signal,refclk,CLK_N,,
AG10,26,9,-3.600,-10.000,ground,GND,,,
AG11,26,10,-2.800,-10.000,signal,strap,MODE0,,
AG12,26,11,-2.000,-10.000,signal,strap,MODE1,,
AG13,26,12,-1.200,-10.000,ground,GND,,,
AG14,26,13,-0.400,-10.000,rail,VDD_CORE,,,
AG15,26,14,0.400,-10.000,ground,GND,,,
AG16,26,15,1.200,-10.000,rail,VDD_CORE,,,
AG17,26,16,2.000,-10.000,ground,GND,,,
AG18,26,17,2.800,-10.000,rail,VDD_CORE,,,
AG19,26,18,3.600,-10.000,ground,GND,,,
AG20,26,19,4.400,-10.000,rail,VDD_CORE,,,
AG21,26,20,5.200,-10.000,ground,GND,,,
AG22,26,21,6.000,-10.000,signal,link_out,DATA1,S,1
AG23,26,22,6.800,-10.000,signal,link_out,DATA3,S,1
AG24,26,23,7.600,-10.000,signal,link_out,DATA5,S,1
AG25,26,24,8.400,-10.000,signal,link_out,DATA7,S,1
AG26,26,25,9.200,-10.000,signal,link_out,VALID,S,1
AG27,26,26,10.000,-10.000,signal,link_out,SOF,S,1
AG28,26,27,10.800,-10.000,rail,VDD_CORE,,,
AH1,27,0,-10.800,-10.800,rail,VDD_CORE,,,
AH2,27,1,-10.000,-10.800,ground,GND,,,
AH3,27,2,-9.200,-10.800,signal,link_in,DATA0,S,0
AH4,27,3,-8.400,-10.800,signal,link_in,DATA2,S,0
AH5,27,4,-7.600,-10.800,signal,link_in,DATA4,S,0
AH6,27,5,-6.800,-10.800,signal,link_in,DATA6,S,0
AH7,27,6,-6.000,-10.800,signal,link_in,CLOCK,S,0
AH8,27,7,-5.200,-10.800,signal,link_in,READY_BACK,S,0
AH9,27,8,-4.400,-10.800,signal,mgmt,SCLK,,
AH10,27,9,-3.600,-10.800,signal,mgmt,MOSI,,
AH11,27,10,-2.800,-10.800,signal,mgmt,MISO,,
AH12,27,11,-2.000,-10.800,signal,mgmt,CS,,
AH13,27,12,-1.200,-10.800,ground,GND,,,
AH14,27,13,-0.400,-10.800,signal,mgmt,IRQ,,
AH15,27,14,0.400,-10.800,signal,jtag,TCK,,
AH16,27,15,1.200,-10.800,signal,jtag,TMS,,
AH17,27,16,2.000,-10.800,signal,jtag,TDI,,
AH18,27,17,2.800,-10.800,ground,GND,,,
AH19,27,18,3.600,-10.800,signal,jtag,TDO,,
AH20,27,19,4.400,-10.800,signal,jtag,TRST,,
AH21,27,20,5.200,-10.800,signal,refclk,CLK_P,,
AH22,27,21,6.000,-10.800,signal,link_out,DATA0,S,0
AH23,27,22,6.800,-10.800,signal,link_out,DATA2,S,0
AH24,27,23,7.600,-10.800,signal,link_out,DATA4,S,0
AH25,27,24,8.400,-10.800,signal,link_out,DATA6,S,0
AH26,27,25,9.200,-10.800,signal,link_out,CLOCK,S,0
AH27,27,26,10.000,-10.800,signal,link_out,READY_BACK,S,0
AH28,27,27,10.800,-10.800,ground,GND,,,
